DISC,demo_number,title,movie,sub_chapter,hit_count,download_count
21,3,Lamps in Parallel with Solenoid,21_03.mpg;21_04.mpg;21_05.mpg,6,646,787
21,7,Light in a Vacuum,21_10.mpg,3,217,274
21,8,Straight Line Propagation,21_11.mpg,3,198,267
21,9,Pinhole Camera,21_12.mpg,3,194,267
21,10,Inverse Square Law,21_13.mpg;21_14.mpg,3,381,528
21,11,Radio Waves,21_15.mpg,3,223,279
21,12,Impossible Triangle,21_16.mpg,3,211,265
21,13,Lecher Wires,21_17.mpg,3,197,264
21,14,Microwave Unit,21_18.mpg,3,197,265
21,15,Microwave Standing Waves,21_19.mpg,3,202,263
21,16,Microwave Absorption,21_20.mpg,3,188,261
21,17,Radio in Faraday Cage,21_21.mpg,9,200,272
21,18,Microwave Reflection,21_22.mpg,3,188,262
21,19,Diffuse/Specular Reflection,21_23.mpg,3,199,258
21,20,Angles of Incidence and Reflection,21_24.mpg,3,193,265
21,21,Location of Image,21_25.mpg,1,196,255
21,22,Parity Reversal in Mirror,21_26.mpg,1,190,258
21,23,Hinged Mirrors,21_27.mpg;21_28.mpg,1,380,504
21,24,Corner Reflector,21_29.mpg,1,190,254
21,25,Barbershop Mirrors,21_30.mpg,1,196,256
21,26,Mirror Box,21_31.mpg,1,196,260
22,1,Concave and Convex Mirrors,22_01.mpg,2,221,309
22,2,Spherical Aberration in a Mirror,22_02.mpg,2,158,275
22,3,Energy at a Focal Point,22_03.mpg,2,162,276
22,4,Heat Focusing,22_04.mpg,2,170,286
22,5,Large Concave Mirror,22_05.mpg,2,165,279
22,6,Refraction/Reflection from Plastic Block,22_06.mpg,4,175,278
22,7,Small Refraction Tank,22_07.mpg,4,163,262
22,8,Acrylic/Lead Glass Refraction,22_08.mpg,4,149,264
22,9,Three Different Prisms,22_09.mpg,4,167,276
22,10,Disappearing Eye Dropper,22_10.mpg,4,185,263
22,11,Critical Angle/Total Internal Reflection,22_11.mpg,7,188,287
22,12,Silver Soot Ball,22_12.mpg,7,156,258
22,13,Light Pipes,22_13.mpg,8,173,270
22,14,Optical Path in Fibers,22_14.mpg,8,183,270
22,15,Laser Waterfall,22_15.mpg,8,194,271
22,16,Real Image Formation,22_16.mpg,16,125,262
22,17,Lens Magnification,22_17.mpg,17,110,267
22,18,Ray Tracing with Lenses,22_18.mpg,18,117,263
22,19,Fresnel Lens,22_19.mpg,19,116,264
22,20,Fillable Air Lenses,22_20.mpg;22_21.mpg,20,209,515
22,21,Spherical Aberration,22_22.mpg,5,153,266
22,22,Chromatic Aberration,22_23.mpg,5,158,266
22,23,Astigmatism,22_24.mpg,5,156,261
22,24,Off-Axis Distortion,22_25.mpg,5,151,262
23,1,Microwave Diffraction,23_01.mpg;23_02.mpg,6,427,529
23,2,Single Slit Diffraction,23_03.mpg,6,237,290
23,3,Single Slit Diffraction (Cornell Slides),23_04.mpg,6,203,266
23,4,Thin Wire Diffraction,23_05.mpg,6,198,282
23,5,Poisson's Bright Spot,23_06.mpg,6,199,269
23,6,Shadow of Needle,23_07.mpg,6,193,265
23,7,Pin Hole Diffraction,23_08.mpg,6,203,285
23,8,Knife Edge Diffraction,23_09.mpg,6,197,281
23,9,Resolving Power,23_10.mpg,7,195,280
23,10,Microwave Double Slit Interference,23_11.mpg;23_12.mpg,2,374,538
23,11,Double Slit Interference,23_13.mpg,3,242,289
23,12,Multiple Slit Interference,23_14.mpg,3,208,280
23,13,Interference Gratings,23_15.mpg,3,207,287
23,14,Glass Plates in Sodium Light,23_16.mpg,5,192,272
23,15,Newton's Rings,23_17.mpg,5,210,274
23,16,Interference Filters,23_18.mpg,5,188,264
23,17,Pohl's Mica Sheet,23_19.mpg,5,183,259
23,18,Soap Film Interference,23_20.mpg,5,206,274
23,19,Microwave Interferometer,23_21.mpg,1,183,272
23,20,Michelson Interferometer with White Light,23_22.mpg,1,196,269
23,21,Holograms,23_23.mpg,1,196,274
23,22,Infraed in Spectrum,23_24.mpg,7,188,266
23,23,Colors in Spectral Light,23_25.mpg,7,191,274
23,24,Rainbow Disc,23_26.mpg,7,187,271
23,25,Newton's Color Disc,23_27.mpg,7,192,262
23,26,Additive Color Mixing,23_28.mpg,7,184,265
24,1,Polaroid Sheets Crossed and Uncrossed,24_01.mpg,8,207,280
24,2,Polaroid Cut at 45 Degrees,24_02.mpg,8,117,267
24,3,Rotation by Polarizing Filter,24_03.mpg,8,123,269
24,4,Microwave Polarization,24_04.mpg,8,107,257
24,5,Polarization by Reflection,24_05.mpg,8,122,270
24,6,Polarization by Double Reflection,24_06.mpg,8,110,259
24,7,Polarization by Scattering,24_07.mpg,8,120,267
24,8,Artificial Sunset,24_08.mpg,8,134,274
24,9,Optical Activity in Cellophane Tape,24_09.mpg,8,122,274
24,10,Polarized Lion,24_10.mpg,8,120,272
24,11,Optical Activity in Corn Syrup,24_11.mpg,8,104,258
24,12,Polage,24_12.mpg,8,104,266
24,13,Photoelastic Stress Figures,24_13.mpg,8,104,260
24,14,Barbershop Sugar Tube,24_14.mpg,8,108,260
24,15,Quater Wave Plate,24_15.mpg,8,114,260
24,16,Double Refraction in Calcite,24_16.mpg,8,109,275
24,17,Liquid Crystal Sheets,24_17.mpg,8,111,256
24,18,Radiation Spectrum of a Hot Object,24_18.mpg,1,136,266
24,19,Photoelectric Effect in Zinc,24_19.mpg,2,136,280
24,20,X-ray Ionization,24_20.mpg,4,112,263
24,21,Solar Cells,24_21.mpg,2,126,263
24,22,Microwave Barrier Penetration,24_22.mpg,6,115,263
24,23,Electron Diffraction,24_23.mpg,5,127,261
24,24,Millikan Oil Drop,24_24.mpg,6,126,272
24,25,Bichsel Boxes,24_25.mpg,1,109,270
25,1,Emission Spectra,25_01.mpg,7,315,300
25,2,Specral Absorption by Sodium Vapor,25_02.mpg;25_03.mpg,7,441,520
25,3,Thermionic Emission,25_04.mpg;25_05.mpg,6,469,521
25,4,Electron Discharge Tube with Cross,25_06.mpg,6,224,274
25,5,Discharge Tube and Vacuum Pump,25_07.mpg,7,215,270
25,6,Plasma Tube,25_08.mpg,7,223,266
25,7,Flame Salts,25_09.mpg,7,217,256
25,8,Jacob's Ladder,25_10.mpg,7,225,279
25,9,Triboluminescence,25_11.mpg,7,207,267
25,10,Luminescence,25_12.mpg,7,220,265
25,11,Fluorescence,25_13.mpg,7,217,259
25,12,Franck-Hertz Effect,25_14.mpg,1,223,273
25,13,Rutherford Scattering,25_15.mpg,1,255,289
25,14,Nuclear Shielding,25_16.mpg,3,228,264
25,15,Mousetrap Chain Reaction,25_17.mpg,5,210,273
25,16,Half-Life,25_18.mpg,4,219,273
25,17,Cosmic Rays,25_19.mpg,1,235,277
